,期权代码,认购/认沽,到期日
2663,10003264,认购,2021-04-28
2664,10003265,认购,2021-04-28
2665,10003266,认购,2021-04-28
2666,10003267,认购,2021-04-28
2667,10003268,认购,2021-04-28
2668,10003269,认购,2021-04-28
2669,10003270,认购,2021-04-28
2670,10003271,认购,2021-04-28
2671,10003272,认沽,2021-04-28
2672,10003273,认沽,2021-04-28
2673,10003274,认沽,2021-04-28
2674,10003275,认沽,2021-04-28
2675,10003276,认沽,2021-04-28
2676,10003277,认沽,2021-04-28
2677,10003278,认沽,2021-04-28
2678,10003279,认沽,2021-04-28
2679,10003280,认沽,2021-04-28
2680,10003299,认购,2021-04-28
2681,10003300,认沽,2021-04-28
2682,10003303,认购,2021-04-28
2683,10003304,认沽,2021-04-28
2684,10003305,认购,2021-09-22
2685,10003306,认沽,2021-09-22
2686,10003315,认购,2021-04-28
2687,10003316,认沽,2021-04-28
2688,10003317,认购,2021-09-22
2689,10003318,认沽,2021-09-22
2690,10003325,认购,2021-05-26
2691,10003326,认购,2021-05-26
2692,10003327,认购,2021-05-26
2693,10003328,认购,2021-05-26
2694,10003329,认购,2021-05-26
2695,10003330,认购,2021-05-26
2696,10003331,认购,2021-05-26
2697,10003332,认购,2021-05-26
2698,10003333,认购,2021-05-26
2699,10003334,认沽,2021-05-26
2700,10003335,认沽,2021-05-26
2701,10003336,认沽,2021-05-26
2702,10003337,认沽,2021-05-26
2703,10003338,认沽,2021-05-26
2704,10003339,认沽,2021-05-26
2705,10003340,认沽,2021-05-26
2706,10003341,认沽,2021-05-26
2707,10003342,认沽,2021-05-26
2708,10003363,认购,2021-05-26
2709,10003364,认沽,2021-05-26
2710,10003367,认购,2021-04-28
2711,10003368,认沽,2021-04-28
2712,10003369,认购,2021-05-26
2713,10003370,认沽,2021-05-26
2714,10003371,认购,2021-09-22
2715,10003372,认沽,2021-09-22
2716,10003373,认购,2021-12-22
2717,10003374,认购,2021-12-22
2718,10003375,认购,2021-12-22
2719,10003376,认购,2021-12-22
2720,10003377,认购,2021-12-22
2721,10003378,认购,2021-12-22
2722,10003379,认购,2021-12-22
2723,10003380,认购,2021-12-22
2724,10003381,认购,2021-12-22
2725,10003382,认沽,2021-12-22
2726,10003383,认沽,2021-12-22
2727,10003384,认沽,2021-12-22
2728,10003385,认沽,2021-12-22
2729,10003386,认沽,2021-12-22
2730,10003387,认沽,2021-12-22
2731,10003388,认沽,2021-12-22
2732,10003389,认沽,2021-12-22
2733,10003390,认沽,2021-12-22
2734,10003409,认购,2021-12-22
2735,10003410,认沽,2021-12-22
2736,10003413,认购,2021-12-22
2737,10003414,认沽,2021-12-22
2738,10003415,认购,2021-07-28
2739,10003416,认购,2021-07-28
2740,10003417,认购,2021-07-28
2741,10003418,认购,2021-07-28
2742,10003419,认购,2021-07-28
2743,10003420,认购,2021-07-28
2744,10003421,认购,2021-07-28
2745,10003422,认购,2021-07-28
2746,10003423,认购,2021-07-28
2747,10003424,认沽,2021-07-28
2748,10003425,认沽,2021-07-28
2749,10003426,认沽,2021-07-28
2750,10003427,认沽,2021-07-28
2751,10003428,认沽,2021-07-28
2752,10003429,认沽,2021-07-28
2753,10003430,认沽,2021-07-28
2754,10003431,认沽,2021-07-28
2755,10003432,认沽,2021-07-28
2756,10003451,认购,2021-07-28
2757,10003452,认沽,2021-07-28
2758,10003453,认购,2021-12-22
2759,10003454,认沽,2021-12-22
2760,10003455,认购,2021-07-28
2761,10003456,认沽,2021-07-28
2762,10003459,认购,2021-07-28
2763,10003460,认沽,2021-07-28
2764,10003461,认购,2021-08-25
2765,10003462,认购,2021-08-25
2766,10003463,认购,2021-08-25
2767,10003464,认购,2021-08-25
2768,10003465,认购,2021-08-25
2769,10003466,认购,2021-08-25
2770,10003467,认购,2021-08-25
2771,10003468,认购,2021-08-25
2772,10003469,认购,2021-08-25
2773,10003470,认沽,2021-08-25
2774,10003471,认沽,2021-08-25
2775,10003472,认沽,2021-08-25
2776,10003473,认沽,2021-08-25
2777,10003474,认沽,2021-08-25
2778,10003475,认沽,2021-08-25
2779,10003476,认沽,2021-08-25
2780,10003477,认沽,2021-08-25
2781,10003478,认沽,2021-08-25
2782,10003497,认购,2021-08-25
2783,10003498,认沽,2021-08-25
2784,10003501,认购,2021-07-28
2785,10003502,认沽,2021-07-28
2786,10003503,认购,2021-08-25
2787,10003504,认沽,2021-08-25
2788,10003505,认购,2021-09-22
2789,10003506,认沽,2021-09-22
2790,10003507,认购,2021-12-22
2791,10003508,认沽,2021-12-22
2792,10003509,认购,2021-07-28
2793,10003510,认沽,2021-07-28
2794,10003511,认购,2021-08-25
2795,10003512,认沽,2021-08-25
2796,10003513,认购,2021-09-22
2797,10003514,认沽,2021-09-22
2798,10003515,认购,2021-12-22
2799,10003516,认沽,2021-12-22
2800,10003531,认购,2022-03-23
2801,10003532,认购,2022-03-23
2802,10003533,认购,2022-03-23
2803,10003534,认购,2022-03-23
2804,10003535,认购,2022-03-23
2805,10003536,认购,2022-03-23
2806,10003537,认购,2022-03-23
2807,10003538,认购,2022-03-23
2808,10003539,认购,2022-03-23
2809,10003540,认沽,2022-03-23
2810,10003541,认沽,2022-03-23
2811,10003542,认沽,2022-03-23
2812,10003543,认沽,2022-03-23
2813,10003544,认沽,2022-03-23
2814,10003545,认沽,2022-03-23
2815,10003546,认沽,2022-03-23
2816,10003547,认沽,2022-03-23
2817,10003548,认沽,2022-03-23
2818,10003571,认购,2022-03-23
2819,10003572,认沽,2022-03-23
2820,10003573,认购,2021-08-25
2821,10003574,认沽,2021-08-25
2822,10003575,认购,2021-09-22
2823,10003576,认沽,2021-09-22
2824,10003577,认购,2021-12-22
2825,10003578,认沽,2021-12-22
2826,10003579,认购,2022-03-23
2827,10003580,认沽,2022-03-23
2828,10003581,认购,2021-10-27
2829,10003582,认购,2021-10-27
2830,10003583,认购,2021-10-27
2831,10003584,认购,2021-10-27
2832,10003585,认购,2021-10-27
2833,10003586,认购,2021-10-27
2834,10003587,认购,2021-10-27
2835,10003588,认购,2021-10-27
2836,10003589,认购,2021-10-27
2837,10003590,认沽,2021-10-27
2838,10003591,认沽,2021-10-27
2839,10003592,认沽,2021-10-27
2840,10003593,认沽,2021-10-27
2841,10003594,认沽,2021-10-27
2842,10003595,认沽,2021-10-27
2843,10003596,认沽,2021-10-27
2844,10003597,认沽,2021-10-27
2845,10003598,认沽,2021-10-27
2846,10003617,认购,2021-10-27
2847,10003618,认沽,2021-10-27
2848,10003621,认购,2021-10-27
2849,10003622,认沽,2021-10-27
2850,10003623,认购,2021-11-24
2851,10003624,认购,2021-11-24
2852,10003625,认购,2021-11-24
2853,10003626,认购,2021-11-24
2854,10003627,认购,2021-11-24
2855,10003628,认购,2021-11-24
2856,10003629,认购,2021-11-24
2857,10003630,认购,2021-11-24
2858,10003631,认购,2021-11-24
2859,10003632,认沽,2021-11-24
2860,10003633,认沽,2021-11-24
2861,10003634,认沽,2021-11-24
2862,10003635,认沽,2021-11-24
2863,10003636,认沽,2021-11-24
2864,10003637,认沽,2021-11-24
2865,10003638,认沽,2021-11-24
2866,10003639,认沽,2021-11-24
2867,10003640,认沽,2021-11-24
2868,10003661,认购,2021-11-24
2869,10003662,认沽,2021-11-24
2870,10003663,认购,2021-10-27
2871,10003664,认沽,2021-10-27
2872,10003665,认购,2021-11-24
2873,10003666,认沽,2021-11-24
2874,10003667,认购,2022-03-23
2875,10003668,认沽,2022-03-23
2876,10003669,认购,2022-06-22
2877,10003670,认购,2022-06-22
2878,10003671,认购,2022-06-22
2879,10003672,认购,2022-06-22
2880,10003673,认购,2022-06-22
2881,10003674,认购,2022-06-22
2882,10003675,认购,2022-06-22
2883,10003676,认购,2022-06-22
2884,10003677,认购,2022-06-22
2885,10003678,认沽,2022-06-22
2886,10003679,认沽,2022-06-22
2887,10003680,认沽,2022-06-22
2888,10003681,认沽,2022-06-22
2889,10003682,认沽,2022-06-22
2890,10003683,认沽,2022-06-22
2891,10003684,认沽,2022-06-22
2892,10003685,认沽,2022-06-22
2893,10003686,认沽,2022-06-22
2894,10003707,认购,2022-06-22
2895,10003708,认沽,2022-06-22
2896,10003709,认购,2022-01-26
2897,10003710,认购,2022-01-26
2898,10003711,认购,2022-01-26
2899,10003712,认购,2022-01-26
2900,10003713,认购,2022-01-26
2901,10003714,认购,2022-01-26
2902,10003715,认购,2022-01-26
2903,10003716,认购,2022-01-26
2904,10003717,认购,2022-01-26
2905,10003718,认沽,2022-01-26
2906,10003719,认沽,2022-01-26
2907,10003720,认沽,2022-01-26
2908,10003721,认沽,2022-01-26
2909,10003722,认沽,2022-01-26
2910,10003723,认沽,2022-01-26
2911,10003724,认沽,2022-01-26
2912,10003725,认沽,2022-01-26
2913,10003726,认沽,2022-01-26
2914,10003747,认购,2021-12-22
2915,10003748,认购,2021-12-22
2916,10003749,认购,2021-12-22
2917,10003750,认购,2021-12-22
2918,10003751,认购,2021-12-22
2919,10003752,认购,2021-12-22
2920,10003753,认购,2021-12-22
2921,10003754,认购,2021-12-22
2922,10003755,认购,2021-12-22
2923,10003756,认沽,2021-12-22
2924,10003757,认沽,2021-12-22
2925,10003758,认沽,2021-12-22
2926,10003759,认沽,2021-12-22
2927,10003760,认沽,2021-12-22
2928,10003761,认沽,2021-12-22
2929,10003762,认沽,2021-12-22
2930,10003763,认沽,2021-12-22
2931,10003764,认沽,2021-12-22
2932,10003765,认购,2022-01-26
2933,10003766,认购,2022-01-26
2934,10003767,认购,2022-01-26
2935,10003768,认购,2022-01-26
2936,10003769,认购,2022-01-26
2937,10003770,认购,2022-01-26
2938,10003771,认购,2022-01-26
2939,10003772,认购,2022-01-26
2940,10003773,认购,2022-01-26
2941,10003774,认沽,2022-01-26
2942,10003775,认沽,2022-01-26
2943,10003776,认沽,2022-01-26
2944,10003777,认沽,2022-01-26
2945,10003778,认沽,2022-01-26
2946,10003779,认沽,2022-01-26
2947,10003780,认沽,2022-01-26
2948,10003781,认沽,2022-01-26
2949,10003782,认沽,2022-01-26
2950,10003783,认购,2022-03-23
2951,10003784,认购,2022-03-23
2952,10003785,认购,2022-03-23
2953,10003786,认购,2022-03-23
2954,10003787,认购,2022-03-23
2955,10003788,认购,2022-03-23
2956,10003789,认购,2022-03-23
2957,10003790,认购,2022-03-23
2958,10003791,认购,2022-03-23
2959,10003792,认沽,2022-03-23
2960,10003793,认沽,2022-03-23
2961,10003794,认沽,2022-03-23
2962,10003795,认沽,2022-03-23
2963,10003796,认沽,2022-03-23
2964,10003797,认沽,2022-03-23
2965,10003798,认沽,2022-03-23
2966,10003799,认沽,2022-03-23
2967,10003800,认沽,2022-03-23
2968,10003801,认购,2022-06-22
2969,10003802,认购,2022-06-22
2970,10003803,认购,2022-06-22
2971,10003804,认购,2022-06-22
2972,10003805,认购,2022-06-22
2973,10003806,认购,2022-06-22
2974,10003807,认购,2022-06-22
2975,10003808,认购,2022-06-22
2976,10003809,认购,2022-06-22
2977,10003810,认沽,2022-06-22
2978,10003811,认沽,2022-06-22
2979,10003812,认沽,2022-06-22
2980,10003813,认沽,2022-06-22
2981,10003814,认沽,2022-06-22
2982,10003815,认沽,2022-06-22
2983,10003816,认沽,2022-06-22
2984,10003817,认沽,2022-06-22
2985,10003818,认沽,2022-06-22
2986,10003819,认购,2021-12-22
2987,10003820,认沽,2021-12-22
2988,10003821,认购,2022-01-26
2989,10003822,认沽,2022-01-26
2990,10003823,认购,2022-03-23
2991,10003824,认沽,2022-03-23
2992,10003825,认购,2022-06-22
2993,10003826,认沽,2022-06-22
2994,10003827,认购,2021-12-22
2995,10003828,认沽,2021-12-22
2996,10003829,认购,2022-01-26
2997,10003830,认沽,2022-01-26
2998,10003831,认购,2022-03-23
2999,10003832,认沽,2022-03-23
3000,10003833,认购,2022-06-22
3001,10003834,认沽,2022-06-22
3002,10003841,认购,2022-02-23
3003,10003842,认购,2022-02-23
3004,10003843,认购,2022-02-23
3005,10003844,认购,2022-02-23
3006,10003845,认购,2022-02-23
3007,10003846,认购,2022-02-23
3008,10003847,认购,2022-02-23
3009,10003848,认购,2022-02-23
3010,10003849,认购,2022-02-23
3011,10003850,认沽,2022-02-23
3012,10003851,认沽,2022-02-23
3013,10003852,认沽,2022-02-23
3014,10003853,认沽,2022-02-23
3015,10003854,认沽,2022-02-23
3016,10003855,认沽,2022-02-23
3017,10003856,认沽,2022-02-23
3018,10003857,认沽,2022-02-23
3019,10003858,认沽,2022-02-23
3020,10003877,认购,2022-02-23
3021,10003878,认沽,2022-02-23
3022,10003887,认购,2022-01-26
3023,10003888,认沽,2022-01-26
3024,10003889,认购,2022-02-23
3025,10003890,认沽,2022-02-23
3026,10003891,认购,2022-03-23
3027,10003892,认沽,2022-03-23
3028,10003893,认购,2022-06-22
3029,10003894,认沽,2022-06-22
3030,10003975,认购,2022-09-28
3031,10003976,认购,2022-09-28
3032,10003977,认购,2022-09-28
3033,10003978,认购,2022-09-28
3034,10003979,认购,2022-09-28
3035,10003980,认购,2022-09-28
3036,10003981,认购,2022-09-28
3037,10003982,认购,2022-09-28
3038,10003983,认购,2022-09-28
3039,10003984,认沽,2022-09-28
3040,10003985,认沽,2022-09-28
3041,10003986,认沽,2022-09-28
3042,10003987,认沽,2022-09-28
3043,10003988,认沽,2022-09-28
3044,10003989,认沽,2022-09-28
3045,10003990,认沽,2022-09-28
3046,10003991,认沽,2022-09-28
3047,10003992,认沽,2022-09-28
3048,10004019,认购,2022-02-23
3049,10004020,认沽,2022-02-23
3050,10004021,认购,2022-03-23
3051,10004022,认沽,2022-03-23
3052,10004023,认购,2022-06-22
3053,10004024,认沽,2022-06-22
3054,10004025,认购,2022-09-28
3055,10004026,认沽,2022-09-28
3056,10004035,认购,2022-04-27
3057,10004036,认购,2022-04-27
3058,10004037,认购,2022-04-27
3059,10004038,认购,2022-04-27
3060,10004039,认购,2022-04-27
3061,10004040,认购,2022-04-27
3062,10004041,认购,2022-04-27
3063,10004042,认购,2022-04-27
3064,10004043,认购,2022-04-27
3065,10004044,认沽,2022-04-27
3066,10004045,认沽,2022-04-27
3067,10004046,认沽,2022-04-27
3068,10004047,认沽,2022-04-27
3069,10004048,认沽,2022-04-27
3070,10004049,认沽,2022-04-27
3071,10004050,认沽,2022-04-27
3072,10004051,认沽,2022-04-27
3073,10004052,认沽,2022-04-27
3074,10004071,认购,2022-04-27
3075,10004072,认沽,2022-04-27
3076,10004075,认购,2022-03-23
3077,10004076,认沽,2022-03-23
3078,10004077,认购,2022-04-27
3079,10004078,认沽,2022-04-27
3080,10004079,认购,2022-06-22
3081,10004080,认沽,2022-06-22
3082,10004081,认购,2022-09-28
3083,10004082,认沽,2022-09-28
3084,10004099,认购,2022-03-23
3085,10004100,认沽,2022-03-23
3086,10004101,认购,2022-04-27
3087,10004102,认沽,2022-04-27
3088,10004103,认购,2022-06-22
3089,10004104,认沽,2022-06-22
3090,10004105,认购,2022-09-28
3091,10004106,认沽,2022-09-28
3092,10004115,认购,2022-03-23
3093,10004116,认沽,2022-03-23
3094,10004117,认购,2022-04-27
3095,10004118,认沽,2022-04-27
3096,10004119,认购,2022-06-22
3097,10004120,认沽,2022-06-22
3098,10004121,认购,2022-09-28
3099,10004122,认沽,2022-09-28
3100,10004123,认购,2022-03-23
3101,10004124,认购,2022-03-23
3102,10004125,认购,2022-03-23
3103,10004126,认沽,2022-03-23
3104,10004127,认沽,2022-03-23
3105,10004128,认沽,2022-03-23
3106,10004129,认购,2022-04-27
3107,10004130,认购,2022-04-27
3108,10004131,认购,2022-04-27
3109,10004132,认沽,2022-04-27
3110,10004133,认沽,2022-04-27
3111,10004134,认沽,2022-04-27
3112,10004135,认购,2022-06-22
3113,10004136,认购,2022-06-22
3114,10004137,认购,2022-06-22
3115,10004138,认沽,2022-06-22
3116,10004139,认沽,2022-06-22
3117,10004140,认沽,2022-06-22
3118,10004141,认购,2022-09-28
3119,10004142,认购,2022-09-28
3120,10004143,认购,2022-09-28
3121,10004144,认沽,2022-09-28
3122,10004145,认沽,2022-09-28
3123,10004146,认沽,2022-09-28
3124,10004163,认购,2022-05-25
3125,10004164,认购,2022-05-25
3126,10004165,认购,2022-05-25
3127,10004166,认购,2022-05-25
3128,10004167,认购,2022-05-25
3129,10004168,认购,2022-05-25
3130,10004169,认购,2022-05-25
3131,10004170,认购,2022-05-25
3132,10004171,认购,2022-05-25
3133,10004172,认沽,2022-05-25
3134,10004173,认沽,2022-05-25
3135,10004174,认沽,2022-05-25
3136,10004175,认沽,2022-05-25
3137,10004176,认沽,2022-05-25
3138,10004177,认沽,2022-05-25
3139,10004178,认沽,2022-05-25
3140,10004179,认沽,2022-05-25
3141,10004180,认沽,2022-05-25
3142,10004201,认购,2022-05-25
3143,10004202,认沽,2022-05-25
3144,10004205,认购,2022-05-25
3145,10004206,认沽,2022-05-25
3146,10004209,认购,2022-04-27
3147,10004210,认沽,2022-04-27
3148,10004211,认购,2022-05-25
3149,10004212,认购,2022-05-25
3150,10004213,认购,2022-05-25
3151,10004214,认沽,2022-05-25
3152,10004215,认沽,2022-05-25
3153,10004216,认沽,2022-05-25
3154,10004217,认购,2022-06-22
3155,10004218,认沽,2022-06-22
3156,10004219,认购,2022-09-28
3157,10004220,认沽,2022-09-28
3158,10004237,认购,2022-12-28
3159,10004238,认购,2022-12-28
3160,10004239,认购,2022-12-28
3161,10004240,认购,2022-12-28
3162,10004241,认购,2022-12-28
3163,10004242,认购,2022-12-28
3164,10004243,认购,2022-12-28
3165,10004244,认购,2022-12-28
3166,10004245,认购,2022-12-28
3167,10004246,认沽,2022-12-28
3168,10004247,认沽,2022-12-28
3169,10004248,认沽,2022-12-28
3170,10004249,认沽,2022-12-28
3171,10004250,认沽,2022-12-28
3172,10004251,认沽,2022-12-28
3173,10004252,认沽,2022-12-28
3174,10004253,认沽,2022-12-28
3175,10004254,认沽,2022-12-28
3176,10004273,认购,2022-12-28
3177,10004274,认沽,2022-12-28
3178,10004275,认购,2022-12-28
3179,10004276,认沽,2022-12-28
3180,10004281,认购,2022-07-27
3181,10004282,认购,2022-07-27
3182,10004283,认购,2022-07-27
3183,10004284,认购,2022-07-27
3184,10004285,认购,2022-07-27
3185,10004286,认购,2022-07-27
3186,10004287,认购,2022-07-27
3187,10004288,认购,2022-07-27
3188,10004289,认购,2022-07-27
3189,10004290,认沽,2022-07-27
3190,10004291,认沽,2022-07-27
3191,10004292,认沽,2022-07-27
3192,10004293,认沽,2022-07-27
3193,10004294,认沽,2022-07-27
3194,10004295,认沽,2022-07-27
3195,10004296,认沽,2022-07-27
3196,10004297,认沽,2022-07-27
3197,10004298,认沽,2022-07-27
3198,10004317,认购,2022-07-27
3199,10004318,认沽,2022-07-27
3200,10004325,认购,2022-07-27
3201,10004326,认沽,2022-07-27
3202,10004327,认购,2022-12-28
3203,10004328,认沽,2022-12-28
3204,10004329,认购,2022-07-27
3205,10004330,认沽,2022-07-27
3206,10004331,认购,2022-12-28
3207,10004332,认沽,2022-12-28
3208,10004337,认购,2022-07-27
3209,10004338,认沽,2022-07-27
3210,10004339,认购,2022-12-28
3211,10004340,认沽,2022-12-28
3212,10004341,认购,2022-08-24
3213,10004342,认购,2022-08-24
3214,10004343,认购,2022-08-24
3215,10004344,认购,2022-08-24
3216,10004345,认购,2022-08-24
3217,10004346,认购,2022-08-24
3218,10004347,认购,2022-08-24
3219,10004348,认购,2022-08-24
3220,10004349,认购,2022-08-24
3221,10004350,认沽,2022-08-24
3222,10004351,认沽,2022-08-24
3223,10004352,认沽,2022-08-24
3224,10004353,认沽,2022-08-24
3225,10004354,认沽,2022-08-24
3226,10004355,认沽,2022-08-24
3227,10004356,认沽,2022-08-24
3228,10004357,认沽,2022-08-24
3229,10004358,认沽,2022-08-24
3230,10004377,认购,2022-08-24
3231,10004378,认沽,2022-08-24
3232,10004385,认购,2022-07-27
3233,10004386,认沽,2022-07-27
3234,10004387,认购,2022-08-24
3235,10004388,认沽,2022-08-24
3236,10004389,认购,2022-12-28
3237,10004390,认沽,2022-12-28
3238,10004397,认购,2022-07-27
3239,10004398,认沽,2022-07-27
3240,10004399,认购,2022-08-24
3241,10004400,认沽,2022-08-24
3242,10004401,认购,2022-12-28
3243,10004402,认沽,2022-12-28
3244,10004403,认购,2022-08-24
3245,10004404,认沽,2022-08-24
3246,10004405,认购,2023-03-22
3247,10004406,认购,2023-03-22
3248,10004407,认购,2023-03-22
3249,10004408,认购,2023-03-22
3250,10004409,认购,2023-03-22
3251,10004410,认购,2023-03-22
3252,10004411,认购,2023-03-22
3253,10004412,认购,2023-03-22
3254,10004413,认购,2023-03-22
3255,10004414,认沽,2023-03-22
3256,10004415,认沽,2023-03-22
3257,10004416,认沽,2023-03-22
3258,10004417,认沽,2023-03-22
3259,10004418,认沽,2023-03-22
3260,10004419,认沽,2023-03-22
3261,10004420,认沽,2023-03-22
3262,10004421,认沽,2023-03-22
3263,10004422,认沽,2023-03-22
3264,10004445,认购,2022-08-24
3265,10004446,认沽,2022-08-24
3266,10004447,认购,2023-03-22
3267,10004448,认沽,2023-03-22
3268,10004449,认购,2022-08-24
3269,10004450,认沽,2022-08-24
3270,10004451,认购,2023-03-22
3271,10004452,认沽,2023-03-22
3272,10004457,认购,2022-10-26
3273,10004458,认购,2022-10-26
3274,10004459,认购,2022-10-26
3275,10004460,认购,2022-10-26
3276,10004461,认购,2022-10-26
3277,10004462,认购,2022-10-26
3278,10004463,认购,2022-10-26
3279,10004464,认购,2022-10-26
3280,10004465,认购,2022-10-26
3281,10004466,认沽,2022-10-26
3282,10004467,认沽,2022-10-26
3283,10004468,认沽,2022-10-26
3284,10004469,认沽,2022-10-26
3285,10004470,认沽,2022-10-26
3286,10004471,认沽,2022-10-26
3287,10004472,认沽,2022-10-26
3288,10004473,认沽,2022-10-26
3289,10004474,认沽,2022-10-26
3290,10004493,认购,2022-10-26
3291,10004494,认沽,2022-10-26
3292,10004569,认购,2022-10-26
3293,10004570,认沽,2022-10-26
3294,10004571,认购,2023-03-22
3295,10004572,认沽,2023-03-22
3296,10004577,认购,2022-10-26
3297,10004578,认沽,2022-10-26
3298,10004579,认购,2022-12-28
3299,10004580,认沽,2022-12-28
3300,10004581,认购,2023-03-22
3301,10004582,认沽,2023-03-22
3302,10004595,认购,2022-11-23
3303,10004596,认购,2022-11-23
3304,10004597,认购,2022-11-23
3305,10004598,认购,2022-11-23
3306,10004599,认购,2022-11-23
3307,10004600,认购,2022-11-23
3308,10004601,认购,2022-11-23
3309,10004602,认购,2022-11-23
3310,10004603,认购,2022-11-23
3311,10004604,认沽,2022-11-23
3312,10004605,认沽,2022-11-23
3313,10004606,认沽,2022-11-23
3314,10004607,认沽,2022-11-23
3315,10004608,认沽,2022-11-23
3316,10004609,认沽,2022-11-23
3317,10004610,认沽,2022-11-23
3318,10004611,认沽,2022-11-23
3319,10004612,认沽,2022-11-23
